GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	percentile
GO:0002577	3.267757277266169e-5	18.40671641791045	0.40348802837718	5	15	regulation of antigen processing and presentation	BP	273	10149	0.5512102153293791	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002578	3.292507455432066e-5	36.698884758364315	0.215193615134496	4	8	negative regulation of antigen processing and presentation	BP	273	10149	0.709801922169413	gain_of_correlation_genes	EPN	FOLH1	40
GO:0032268	3.3301774214801676e-5	1.8229109506354395	44.14159030446349	70	1641	regulation of cellular protein metabolic process	BP	273	10149	0.14131089586248996	gain_of_correlation_genes	EPN	FOLH1	40
GO:0030097	3.3476313820013056e-5	2.349587912087912	15.57463789535915	33	579	hemopoiesis	BP	273	10149	0.1908098004226168	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048534	3.3608673602808156e-5	2.318255427972653	16.27401714454626	34	605	hematopoietic or lymphoid organ development	BP	273	10149	0.1882940458751663	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002449	3.466724445181523e-5	4.021043944708067	3.900384274312741	14	145	lymphocyte mediated immunity	BP	273	10149	0.2881419438442818	gain_of_correlation_genes	EPN	FOLH1	40
GO:0060548	3.594333874262265e-5	2.3096672435321692	16.327815548329884	34	607	negative regulation of cell death	BP	273	10149	0.18827787450783395	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043069	3.676574155012071e-5	2.3697697253808876	14.955956251847471	32	556	negative regulation of programmed cell death	BP	273	10149	0.19342880741779503	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001961	4.034677937009935e-5	8.93557168784029	0.968371268105232	7	36	positive regulation of cytokine-mediated signaling pathway	BP	273	10149	0.42567693588776423	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043122	4.276639949206637e-5	3.7194002447980417	4.492166715932604	15	167	regulation of I-kappaB kinase/NF-kappaB signaling	BP	273	10149	0.2778928235227895	gain_of_correlation_genes	EPN	FOLH1	40
GO:0031349	4.40605849388652e-5	3.0190099755317146	7.316582914572864	20	272	positive regulation of defense response	BP	273	10149	0.2408832290501615	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002520	4.634347949440029e-5	2.249563191613279	17.242388412651493	35	641	immune system development	BP	273	10149	0.18582558791876735	gain_of_correlation_genes	EPN	FOLH1	40
GO:0036230	5.0834482705587586e-5	2.817134147971871	8.60774460537984	22	320	granulocyte activation	BP	273	10149	0.22999721700013848	gain_of_correlation_genes	EPN	FOLH1	40
GO:0048525	5.522188939412636e-5	5.978084415584416	1.7484481229677802	9	65	negative regulation of viral process	BP	273	10149	0.36449686658464264	gain_of_correlation_genes	EPN	FOLH1	40
GO:0016485	6.748694271140739e-5	3.759073359073359	4.142477091339048	14	154	protein processing	BP	273	10149	0.2872893036962903	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002263	7.148970494461319e-5	2.4649498870285615	12.050842447531776	27	448	cell activation involved in immune response	BP	273	10149	0.20876575089202748	gain_of_correlation_genes	EPN	FOLH1	40
GO:1902531	7.515542311820816e-5	1.860126324368378	34.53857522908661	57	1284	regulation of intracellular signal transduction	BP	273	10149	0.15200034706111035	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010968	7.54855601159484e-5	109.72222222222224	0.107596807567248	3	4	regulation of microtubule nucleation	BP	273	10149	1.156346964738448	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002444	7.836909047939785e-5	2.661309090909091	9.495418267809637	23	353	myeloid leukocyte mediated immunity	BP	273	10149	0.22497404254397363	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051338	8.144385450258149e-5	2.156027263875365	18.45285249778303	36	686	regulation of transferase activity	BP	273	10149	0.183423111775559	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006958	8.724776492416581e-5	14.154707233065444	0.484185634052616	5	18	complement activation, classical pathway	BP	273	10149	0.5298639535167173	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070431	9.464445489806568e-5	24.460966542750928	0.26899201891812	4	10	nucleotide-binding oligomerization domain containing 2 signaling pathway	BP	273	10149	0.6484484990407638	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043901	9.708043980219014e-5	4.464985064719548	2.770617794856636	11	103	negative regulation of multi-organism process	BP	273	10149	0.32511176186909935	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045055	9.79573650071758e-5	2.3005178803720883	14.337274608335797	30	533	regulated exocytosis	BP	273	10149	0.19885502424740545	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002521	1.0020249226032162e-4	2.6779272685615365	9.01123263375702	22	335	leukocyte differentiation	BP	273	10149	0.22964770208774415	gain_of_correlation_genes	EPN	FOLH1	40
GO:0023057	1.030805777728998e-4	1.9814823151607917	24.666568134791603	44	917	negative regulation of signaling	BP	273	10149	0.16837646632781583	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043549	1.0859450371992018e-4	2.1957474226804123	16.54300916346438	33	615	regulation of kinase activity	BP	273	10149	0.19051379563381635	gain_of_correlation_genes	EPN	FOLH1	40
GO:0060760	1.1359590695902963e-4	7.399248120300752	1.129766479456104	7	42	positive regulation of response to cytokine stimulus	BP	273	10149	0.4186759912083262	gain_of_correlation_genes	EPN	FOLH1	40
GO:1902041	1.1359590695902963e-4	7.399248120300752	1.129766479456104	7	42	regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	273	10149	0.4186759912083262	gain_of_correlation_genes	EPN	FOLH1	40
GO:0012501	1.1543879850927192e-4	1.834419195931988	34.26958321016849	56	1274	programmed cell death	BP	273	10149	0.1529769785487866	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010562	1.1781502295160494e-4	2.090471329118595	19.528820573455512	37	726	positive regulation of phosphorus metabolic process	BP	273	10149	0.1811754493127719	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045937	1.1781502295160494e-4	2.090471329118595	19.528820573455512	37	726	positive regulation of phosphate metabolic process	BP	273	10149	0.1811754493127719	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002831	1.1945034010950098e-4	4.776250365603977	2.367129766479456	10	88	regulation of response to biotic stimulus	BP	273	10149	0.3416501951332208	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042119	1.2782873215767384e-4	2.697072072072072	8.527046999704405	21	317	neutrophil activation	BP	273	10149	0.23467011761042705	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043299	1.296983910895844e-4	2.6259101524934745	9.172627845107892	22	341	leukocyte degranulation	BP	273	10149	0.2295169727572009	gain_of_correlation_genes	EPN	FOLH1	40
GO:0044092	1.4946241496359707e-4	2.0837970910600085	19.017735737511085	36	707	negative regulation of molecular function	BP	273	10149	0.18329248930804215	gain_of_correlation_genes	EPN	FOLH1	40
GO:1903900	1.5846229117066982e-4	4.597943951556119	2.447827372154892	10	91	regulation of viral life cycle	BP	273	10149	0.34095462056659404	gain_of_correlation_genes	EPN	FOLH1	40
GO:0031401	1.6108209085628845e-4	2.0163572060123784	21.331067100206916	39	793	positive regulation of protein modification process	BP	273	10149	0.177060483857066	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002366	1.6144346598972098e-4	2.3758321818866976	11.97014484185634	26	445	leukocyte activation involved in immune response	BP	273	10149	0.21213792230748213	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002275	1.6666315218006914e-4	2.5758136684033097	9.334023056458763	22	347	myeloid cell activation involved in immune response	BP	273	10149	0.22939100539234217	gain_of_correlation_genes	EPN	FOLH1	40
GO:0016192	1.7716688692533686e-4	1.791447599018577	35.641442506650904	57	1325	vesicle-mediated transport	BP	273	10149	0.1519154495618959	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006915	1.8405083188193853e-4	1.8136430011821152	33.24741353827963	54	1236	apoptotic process	BP	273	10149	0.15506699876826208	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070432	1.8495225284045655e-4	54.855555555555554	0.13449600945906	3	5	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	BP	273	10149	0.9149526288915876	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051085	1.9393263925847844e-4	11.497201492537313	0.564883239728052	5	21	chaperone cofactor-dependent protein refolding	BP	273	10149	0.5160743775483125	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010648	1.9857344705427615e-4	1.9304547267650576	24.61276973100798	43	915	negative regulation of cell communication	BP	273	10149	0.169886699837285	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006468	2.0575999857831543e-4	1.7873970900429763	35.022760863139226	56	1302	protein phosphorylation	BP	273	10149	0.15291788927876757	gain_of_correlation_genes	EPN	FOLH1	40
GO:0032269	2.084411109223863e-4	2.0878262602111977	17.861070056163168	34	664	negative regulation of cellular protein metabolic process	BP	273	10149	0.18785984560139235	gain_of_correlation_genes	EPN	FOLH1	40
GO:0032101	2.1710197154659736e-4	2.2519317160826593	13.58409695536506	28	505	regulation of response to external stimulus	BP	273	10149	0.20493596249392837	gain_of_correlation_genes	EPN	FOLH1	40
GO:0050730	2.1998084321723984e-4	3.3246664385904894	4.626662725391665	14	172	regulation of peptidyl-tyrosine phosphorylation	BP	273	10149	0.285869884816989	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043123	2.2290795617391335e-4	3.7379310344827585	3.550694649719184	12	132	positive regulation of I-kappaB kinase/NF-kappaB signaling	BP	273	10149	0.3091934431972935	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045069	2.3739506517652753e-4	5.490985324947589	1.667750517292344	8	62	regulation of viral genome replication	BP	273	10149	0.38391915253393494	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051084	2.4549774048162595e-4	10.819798068481123	0.591782441619864	5	22	'de novo' posttranslational protein folding	BP	273	10149	0.5125000515713906	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051346	2.6111971414666745e-4	2.7748379351740695	7.0744900975465566	18	263	negative regulation of hydrolase activity	BP	273	10149	0.25231446295032345	gain_of_correlation_genes	EPN	FOLH1	40
GO:1903706	2.629495672177763e-4	2.6130571078097313	8.33875258646172	20	310	regulation of hemopoiesis	BP	273	10149	0.23980234325434951	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045859	2.6424981004213454e-4	2.15980024968789	15.171149866981969	30	564	regulation of protein kinase activity	BP	273	10149	0.19856551137208212	gain_of_correlation_genes	EPN	FOLH1	40
GO:0032270	2.6654121451338695e-4	1.8626859971904368	27.30268992018918	46	1015	positive regulation of cellular protein metabolic process	BP	273	10149	0.16519285629165248	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001959	2.811264057873871e-4	3.906979280261723	3.1203074194501923	11	116	regulation of cytokine-mediated signaling pathway	BP	273	10149	0.32303566056408417	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001934	2.9528768079304556e-4	2.0669642857142856	17.45758202778599	33	649	positive regulation of protein phosphorylation	BP	273	10149	0.190265774520182	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006956	3.0177389311526374e-4	7.630375823324293	0.94147206621342	6	35	complement activation	BP	273	10149	0.4527651680641289	gain_of_correlation_genes	EPN	FOLH1	40
GO:0061077	3.0177389311526374e-4	7.630375823324293	0.94147206621342	6	35	chaperone-mediated protein folding	BP	273	10149	0.4527651680641289	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002467	3.022820353910676e-4	16.302354399008674	0.349689624593556	4	13	germinal center formation	BP	273	10149	0.6040943065097577	gain_of_correlation_genes	EPN	FOLH1	40
GO:0090083	3.022820353910676e-4	16.302354399008674	0.349689624593556	4	13	regulation of inclusion body assembly	BP	273	10149	0.6040943065097577	gain_of_correlation_genes	EPN	FOLH1	40
GO:0009968	3.154029073832608e-4	1.9266561849317976	22.810523204256576	40	848	negative regulation of signal transduction	BP	273	10149	0.17504212966096833	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002446	3.241788903611686e-4	2.567428150331614	8.473248595920781	20	315	neutrophil mediated immunity	BP	273	10149	0.23968056432914345	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006887	3.262733513000971e-4	2.1031308758581484	16.085722731303576	31	598	exocytosis	BP	273	10149	0.1956051821283751	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042327	3.3360723412142996e-4	2.029230500604658	18.31835648832397	34	681	positive regulation of phosphorylation	BP	273	10149	0.18774933895913176	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002673	3.5009287667225197e-4	6.0177478580171355	1.3449600945906	7	50	regulation of acute inflammatory response	BP	273	10149	0.41227909681370967	gain_of_correlation_genes	EPN	FOLH1	40
GO:0035966	3.5120023938094435e-4	3.797285835453774	3.201005025125628	11	119	response to topologically incorrect protein	BP	273	10149	0.32262597409981586	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002920	3.54059315864297e-4	7.3752808988764045	0.968371268105232	6	36	regulation of humoral immune response	BP	273	10149	0.4514940558180127	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042771	3.54059315864297e-4	7.3752808988764045	0.968371268105232	6	36	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	273	10149	0.4514940558180127	gain_of_correlation_genes	EPN	FOLH1	40
GO:0035872	3.791613725041305e-4	9.678908091123333	0.645580845403488	5	24	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	BP	273	10149	0.5064231165503935	gain_of_correlation_genes	EPN	FOLH1	40
GO:0070423	3.791613725041305e-4	9.678908091123333	0.645580845403488	5	24	nucleotide-binding oligomerization domain containing signaling pathway	BP	273	10149	0.5064231165503935	gain_of_correlation_genes	EPN	FOLH1	40
GO:0007229	4.075479724239148e-4	4.455	2.259532958912208	9	84	integrin-mediated signaling pathway	BP	273	10149	0.35823784506579415	gain_of_correlation_genes	EPN	FOLH1	40
GO:0030099	4.1573190092369493e-4	2.5825921939613665	7.989062961868164	19	297	myeloid cell differentiation	BP	273	10149	0.2454992820684412	gain_of_correlation_genes	EPN	FOLH1	40
GO:0045089	4.204351336174574e-4	2.963892288861689	5.51433638782146	15	205	positive regulation of innate immune response	BP	273	10149	0.27551594390511974	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010941	4.51250345546416e-4	1.8016815891103684	28.75524682234703	47	1069	regulation of cell death	BP	273	10149	0.16368503715800742	gain_of_correlation_genes	EPN	FOLH1	40
GO:0042742	4.738140723207545e-4	3.956799611681902	2.797516996748448	10	104	defense response to bacterium	BP	273	10149	0.33844173475544287	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002573	5.29703871557319e-4	3.3680753608158325	3.900384274312741	12	145	myeloid leukocyte differentiation	BP	273	10149	0.3078736522367095	gain_of_correlation_genes	EPN	FOLH1	40
GO:2001243	5.507091962730705e-4	4.778575776019476	1.88294413242684	8	70	negative regulation of intrinsic apoptotic signaling pathway	BP	273	10149	0.3807945803388044	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002753	5.543291561131841e-4	6.702757916241063	1.0490688737806682	6	39	cytoplasmic pattern recognition receptor signaling pathway	BP	273	10149	0.4481256635854711	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006458	5.615338267209203e-4	8.755330490405118	0.699379249187112	5	26	'de novo' protein folding	BP	273	10149	0.5014497604316686	gain_of_correlation_genes	EPN	FOLH1	40
GO:1902042	5.615338267209203e-4	8.755330490405118	0.699379249187112	5	26	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	273	10149	0.5014497604316686	gain_of_correlation_genes	EPN	FOLH1	40
GO:0060759	5.734924545463999e-4	3.5635911052107536	3.389299438368312	11	126	regulation of response to cytokine stimulus	BP	273	10149	0.32175143433363684	gain_of_correlation_genes	EPN	FOLH1	40
GO:0032940	5.926422909078322e-4	1.8199810964083176	25.903931421814956	43	963	secretion by cell	BP	273	10149	0.16971226694588573	gain_of_correlation_genes	EPN	FOLH1	40
GO:0006986	5.944057071289475e-4	3.833248402649837	2.878214602423884	10	107	response to unfolded protein	BP	273	10149	0.33795535158378004	gain_of_correlation_genes	EPN	FOLH1	40
GO:0010739	6.218323577800923e-4	27.42222222222222	0.188294413242684	3	7	positive regulation of protein kinase A signaling	BP	273	10149	0.7662495243936347	gain_of_correlation_genes	EPN	FOLH1	40
GO:0043312	6.248217466366681e-4	2.4903215223097113	8.258054980786284	19	307	neutrophil degranulation	BP	273	10149	0.24524499196022437	gain_of_correlation_genes	EPN	FOLH1	40
GO:0001776	6.343917733020375e-4	5.3881578947368425	1.47945610404966	7	55	leukocyte homeostasis	BP	273	10149	0.40933070345194833	gain_of_correlation_genes	EPN	FOLH1	40
GO:0051247	6.397198162234696e-4	1.7687999863721924	29.212533254507832	47	1086	positive regulation of protein metabolic process	BP	273	10149	0.16363678983713284	gain_of_correlation_genes	EPN	FOLH1	40
GO:0030154	6.550284052682989e-4	1.544989898989899	69.07715045817322	93	2568	cell differentiation	BP	273	10149	0.12979753852726483	gain_of_correlation_genes	EPN	FOLH1	40
GO:0000165	6.65395321592081e-4	2.0307115124547397	16.031924327519953	30	596	MAPK cascade	BP	273	10149	0.1982996608889828	gain_of_correlation_genes	EPN	FOLH1	40
GO:0097028	6.741709459862471e-4	8.35651289009498	0.7262784510789241	5	27	dendritic cell differentiation	BP	273	10149	0.49928686180386544	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002283	6.76103057658826e-4	2.47263100733098	8.311853384569908	19	309	neutrophil activation involved in immune response	BP	273	10149	0.2451962101699383	gain_of_correlation_genes	EPN	FOLH1	40
GO:0002694	6.850035466534215e-4	2.4072908537045894	8.984333431865208	20	334	regulation of leukocyte activation	BP	273	10149	0.2392527182236885	gain_of_correlation_genes	EPN	FOLH1	40
